Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,149,Sales,12,4,Medical,1,918,4,Female,95,3,2,Sales Executive,3,Single,5202,8321,5,Y,Yes,13,3,1,80,2,12,3,2,8,4,0,3
53,No,Travel_Rarely,505,Research & Development,1,1,Medical,1,919,2,Female,71,3,5,Research Director,2,Divorced,14035,24711,6,Y,No,15,3,4,80,0,30,2,4,5,4,0,2
42,No,Travel_Rarely,1378,Research & Development,4,4,Life Sciences,1,920,1,Female,74,3,3,Manufacturing Director,3,Single,8649,11473,1,Y,No,11,3,2,80,0,22,1,4,1,0,0,0
33,No,Travel_Rarely,981,Sales,5,4,Other,1,921,2,Female,38,3,3,Sales Representative,2,Married,9126,20704,1,Y,No,17,3,2,80,0,11,1,2,0,0,0,0
30,No,Travel_Rarely,1417,Research & Development,1,1,Technical Degree,1,922,4,Male,30,1,3,Research Director,1,Married,7293,17129,2,Y,No,11,3,4,80,0,9,3,3,3,1,1,1
27,No,Travel_Frequently,856,Sales,1,3,Medical,1,923,4,Male,42,3,4,Sales Executive,4,Married,10292,6411,0,Y,Yes,11,3,3,80,1,6,0,3,1,0,0,0
47,No,Travel_Rarely,706,Research & Development,8,2,Life Sciences,1,924,1,Male,94,3,5,Manufacturing Director,4,Divorced,14477,5633,1,Y,Yes,11,3,4,80,0,25,3,1,0,0,0,0
24,No,Travel_Rarely,206,Research & Development,4,3,Life Sciences,1,925,2,Male,45,3,4,Research Director,4,Married,8937,21044,1,Y,No,20,3,1,80,1,2,0,2,2,1,0,0
46,No,Non-Travel,1023,Research & Development,4,4,Life Sciences,1,926,3,Male,43,1,3,Healthcare Representative,4,Married,11804,20348,3,Y,Yes,11,3,3,80,1,24,3,3,11,3,2,6
33,No,Travel_Frequently,1417,Sales,1,3,Life Sciences,1,927,2,Female,64,2,2,Sales Executive,3,Married,7849,15067,0,Y,Yes,16,3,1,80,3,12,0,3,2,1,0,0
44,No,Travel_Rarely,763,Sales,7,3,Other,1,928,3,Female,77,2,3,Sales Executive,3,Single,9503,21421,3,Y,No,13,3,1,80,1,21,2,3,0,0,0,0
32,No,Non-Travel,586,Sales,1,3,Other,1,929,3,Male,55,3,2,Sales Executive,4,Divorced,5971,4123,2,Y,No,19,4,3,80,1,9,2,3,3,2,0,2
47,No,Travel_Frequently,953,Research & Development,3,3,Technical Degree,1,930,4,Male,73,3,5,Research Director,2,Divorced,15408,10773,2,Y,Yes,11,4,2,80,0,25,2,3,5,2,1,1
31,No,Travel_Rarely,606,Research & Development,7,1,Technical Degree,1,931,4,Male,54,2,2,Manager,2,Single,7370,8185,4,Y,No,14,3,3,80,1,9,5,3,6,3,0,4
20,No,Travel_Rarely,359,Human Resources,11,2,Life Sciences,1,932,4,Female,73,3,2,Manager,2,Married,4914,23765,3,Y,No,13,4,3,80,1,0,4,3,0,0,0,0
24,No,Travel_Frequently,870,Sales,18,3,Medical,1,933,4,Female,42,3,2,Sales Executive,3,Divorced,5134,13151,4,Y,Yes,11,3,3,80,0,3,5,2,3,2,0,1
30,No,Travel_Rarely,1357,Sales,23,2,Other,1,934,4,Male,69,3,4,Sales Executive,4,Divorced,11256,21834,2,Y,Yes,11,3,4,80,1,7,2,3,7,6,2,6
24,No,Travel_Frequently,304,Research & Development,10,3,Medical,1,935,3,Female,44,3,2,Healthcare Representative,1,Divorced,5090,14245,6,Y,No,19,3,3,80,2,2,4,2,2,1,1,1
41,No,Travel_Rarely,1436,Research & Development,6,1,Technical Degree,1,936,3,Male,85,3,3,Research Scientist,3,Single,9303,5962,1,Y,No,14,3,4,80,1,19,4,2,1,0,0,0
34,No,Travel_Rarely,123,Research & Development,2,2,Other,1,937,2,Female,52,2,4,Healthcare Representative,2,Married,11683,4217,2,Y,No,12,3,3,80,1,13,4,3,9,3,3,4
35,No,Travel_Rarely,412,Sales,1,5,Marketing,1,938,1,Female,60,3,1,Sales Executive,4,Divorced,3633,22256,1,Y,Yes,15,3,3,80,0,13,3,3,11,5,0,7
41,Yes,Travel_Rarely,706,Sales,8,4,Other,1,939,2,Female,81,4,3,Manager,3,Single,10222,10160,6,Y,Yes,11,3,4,80,0,21,6,2,3,2,0,1
42,No,Travel_Rarely,1080,Research & Development,5,3,Life Sciences,1,940,4,Female,44,3,4,Manufacturing Director,1,Married,11539,16783,1,Y,No,13,3,3,80,0,20,2,1,0,0,0,0
38,No,Travel_Rarely,1219,Research & Development,1,2,Life Sciences,1,941,4,Male,87,2,4,Healthcare Representative,3,Married,11906,14394,1,Y,No,15,4,4,80,1,18,5,4,2,1,0,1
48,No,Travel_Rarely,664,Sales,4,3,Other,1,942,4,Female,71,3,4,Sales Executive,3,Single,13324,16852,3,Y,No,11,3,2,80,0,27,4,3,6,3,3,5
44,No,Travel_Rarely,283,Research & Development,5,3,Medical,1,943,3,Male,67,2,5,Healthcare Representative,4,Divorced,14987,20255,4,Y,No,12,3,1,80,1,23,5,3,5,2,0,4
39,No,Travel_Rarely,347,Research & Development,29,3,Medical,1,944,3,Male,39,3,3,Research Director,3,Single,9507,20421,0,Y,No,11,3,2,80,1,17,4,2,2,0,0,0
43,No,Travel_Rarely,759,Research & Development,8,3,Other,1,945,1,Male,78,2,3,Manager,1,Married,10143,7682,4,Y,No,17,3,1,80,0,22,2,3,0,0,0,0
24,No,Travel_Frequently,256,Sales,5,3,Other,1,946,4,Male,77,3,1,Sales Representative,1,Divorced,3944,7700,1,Y,No,17,3,4,80,0,4,2,3,4,3,0,3
43,No,Travel_Rarely,702,Research & Development,10,1,Technical Degree,1,947,3,Male,32,2,1,Research Scientist,3,Divorced,6312,19287,2,Y,No,15,3,4,80,0,23,4,2,4,1,1,1
37,No,Travel_Rarely,1158,Research & Development,17,1,Medical,1,948,1,Female,42,2,5,Research Director,3,Divorced,14582,10853,1,Y,Yes,17,3,3,80,3,14,3,3,0,0,0,0
30,No,Non-Travel,931,Research & Development,19,5,Life Sciences,1,949,3,Male,77,3,2,Research Scientist,3,Single,4714,20256,2,Y,Yes,13,4,4,80,0,7,2,3,1,0,0,0
50,No,Travel_Rarely,1140,Research & Development,1,1,Life Sciences,1,950,1,Female,99,3,4,Manufacturing Director,3,Single,11625,15638,4,Y,No,15,3,1,80,2,30,2,3,13,10,4,10
37,No,Travel_Rarely,1389,Sales,4,1,Other,1,951,3,Male,80,3,3,Manager,2,Married,9349,16660,5,Y,No,11,3,4,80,0,15,3,3,1,0,0,0
30,No,Travel_Frequently,137,Sales,4,4,Other,1,952,2,Male,45,3,1,Sales Representative,1,Married,3269,3012,2,Y,Yes,24,3,4,80,2,9,6,2,7,5,2,2
31,No,Travel_Rarely,731,Research & Development,4,4,Other,1,953,4,Male,31,3,5,Research Scientist,2,Single,14204,18684,3,Y,No,15,3,1,80,1,9,4,3,1,0,0,0
36,No,Travel_Rarely,495,Research & Development,6,3,Technical Degree,1,954,4,Female,75,2,3,Manager,3,Married,8570,22534,3,Y,No,18,3,3,80,0,16,4,3,1,0,0,0
55,Yes,Travel_Frequently,842,Research & Development,14,4,Other,1,955,3,Male,80,3,3,Healthcare Representative,1,Single,11758,21322,4,Y,No,13,3,3,80,1,34,2,3,4,2,0,2
46,No,Travel_Rarely,989,Research & Development,1,4,Other,1,956,4,Female,47,3,5,Research Scientist,2,Single,14557,21618,2,Y,No,19,3,3,80,0,26,3,3,2,1,1,1
33,Yes,Travel_Rarely,1274,Sales,6,3,Medical,1,957,1,Male,83,3,4,Manager,1,Married,11082,6396,2,Y,No,11,3,1,80,1,10,4,3,2,0,0,1
38,No,Travel_Rarely,1462,Research & Development,3,4,Technical Degree,1,958,3,Male,63,3,4,Manager,4,Married,11508,5161,5,Y,No,14,3,3,80,1,15,2,3,3,2,1,1
40,No,Travel_Rarely,1032,Research & Development,4,3,Medical,1,959,4,Female,82,3,3,Healthcare Representative,2,Single,9369,3602,2,Y,Yes,17,3,4,80,0,18,2,3,1,0,0,0
22,No,Travel_Rarely,1137,Research & Development,1,1,Life Sciences,1,960,1,Female,43,3,3,Healthcare Representative,4,Single,7543,11820,2,Y,Yes,17,3,3,80,1,1,4,3,0,0,0,0
50,No,Travel_Rarely,829,Research & Development,11,4,Technical Degree,1,961,1,Male,84,2,2,Manager,1,Married,9231,5733,2,Y,No,15,4,4,80,1,29,3,3,4,1,1,2
41,No,Travel_Rarely,357,Sales,2,3,Life Sciences,1,962,4,Female,82,3,4,Sales Executive,4,Married,12162,20616,4,Y,Yes,11,3,3,80,0,20,2,3,2,1,0,0
29,No,Travel_Rarely,454,Sales,4,2,Marketing,1,963,1,Male,44,3,3,Sales Executive,3,Single,9183,8542,3,Y,No,13,3,3,80,2,6,4,3,4,3,0,2
32,Yes,Travel_Rarely,220,Research & Development,6,1,Other,1,964,2,Male,91,1,4,Research Director,1,Divorced,10352,10899,5,Y,Yes,11,3,4,80,0,12,3,3,3,2,0,1
46,No,Travel_Frequently,694,Research & Development,8,2,Technical Degree,1,965,3,Female,32,3,1,Laboratory Technician,4,Married,4816,15988,1,Y,No,18,3,3,80,1,23,3,4,0,0,0,0
60,No,Travel_Rarely,739,Research & Development,1,1,Medical,1,966,3,Male,46,2,3,Manager,2,Married,12066,18135,2,Y,No,16,3,3,80,0,38,2,2,3,2,0,2
24,No,Travel_Rarely,1005,Research & Development,7,3,Life Sciences,1,967,4,Female,41,3,3,Research Director,1,Single,8433,8355,4,Y,No,14,3,3,80,0,2,4,3,2,0,0,1
51,Yes,Travel_Rarely,157,Research & Development,4,4,Other,1,968,2,Male,97,3,1,Research Scientist,2,Married,6480,16808,1,Y,No,15,3,2,80,0,31,1,3,1,0,0,0
45,No,Travel_Rarely,713,Sales,1,3,Other,1,969,2,Female,58,2,4,Sales Executive,3,Married,11760,19726,1,Y,Yes,16,3,4,80,0,25,0,3,1,0,0,0
40,No,Travel_Frequently,400,Sales,7,4,Marketing,1,970,4,Male,39,2,4,Sales Representative,1,Married,12142,21576,3,Y,Yes,16,3,4,80,0,17,3,4,0,0,0,0
44,No,Travel_Rarely,267,Research & Development,1,2,Life Sciences,1,971,2,Male,49,3,3,Research Director,4,Divorced,8350,10413,2,Y,No,11,4,4,80,1,23,3,4,2,1,0,1
39,No,Travel_Rarely,926,Research & Development,4,3,Medical,1,972,2,Male,62,3,4,Manager,4,Married,12044,13205,5,Y,No,16,3,4,80,1,18,3,3,3,1,0,1
40,No,Travel_Frequently,1271,Research & Development,2,1,Technical Degree,1,973,1,Female,81,1,2,Manufacturing Director,4,Married,6432,2629,3,Y,No,12,3,4,80,1,20,5,2,1,0,0,0
32,No,Travel_Rarely,966,Research & Development,21,2,Other,1,974,2,Male,44,1,1,Manager,4,Divorced,3441,3565,2,Y,No,16,3,3,80,0,10,3,3,2,1,0,0
23,No,Travel_Frequently,604,Research & Development,2,3,Technical Degree,1,975,1,Female,90,3,3,Healthcare Representative,1,Married,8063,20049,1,Y,Yes,19,3,4,80,0,2,0,3,2,0,0,1
24,No,Travel_Rarely,757,Research & Development,11,5,Life Sciences,1,976,4,Female,97,2,1,Research Scientist,2,Married,4740,9551,4,Y,Yes,14,3,2,80,0,3,2,1,3,1,0,2
21,No,Travel_Frequently,499,Research & Development,5,2,Other,1,977,3,Female,46,3,1,Manager,1,Divorced,4398,19965,4,Y,Yes,16,3,1,80,2,0,4,3,1,0,0,0
34,No,Travel_Rarely,1400,Sales,2,3,Other,1,978,1,Male,80,2,4,Sales Representative,3,Married,11662,13200,3,Y,No,17,3,3,80,1,13,1,4,3,2,1,1
32,No,Travel_Rarely,1041,Research & Development,10,1,Life Sciences,1,979,1,Male,30,3,3,Research Scientist,3,Married,8048,17638,4,Y,No,17,4,4,80,2,9,0,2,5,4,2,3
31,No,Travel_Rarely,606,Sales,17,3,Life Sciences,1,980,2,Male,34,3,2,Manager,3,Single,6249,21132,1,Y,No,17,3,1,80,1,11,2,3,0,0,0,0
53,Yes,Travel_Rarely,1103,Research & Development,3,2,Other,1,981,4,Male,51,2,1,Research Scientist,3,Single,4966,23197,2,Y,Yes,17,3,3,80,2,33,3,1,1,0,0,0
33,No,Travel_Frequently,475,Research & Development,4,3,Life Sciences,1,982,1,Male,39,3,2,Healthcare Representative,3,Married,5833,23805,2,Y,No,14,3,1,80,0,10,2,3,1,0,0,0
34,No,Travel_Rarely,784,Research & Development,8,2,Life Sciences,1,983,3,Male,58,2,4,Research Scientist,4,Single,11706,16633,1,Y,No,11,3,3,80,1,12,4,3,0,0,0,0
40,No,Travel_Rarely,800,Research & Development,11,4,Medical,1,984,3,Female,48,1,3,Laboratory Technician,3,Divorced,9977,7708,1,Y,No,14,3,3,80,0,20,4,3,6,3,2,5
36,No,Travel_Rarely,1029,Sales,6,2,Medical,1,985,3,Male,84,4,3,Manager,3,Married,10795,13194,2,Y,No,14,3,2,80,2,13,6,3,2,1,0,1
31,No,Travel_Rarely,935,Sales,7,4,Medical,1,986,1,Female,57,3,3,Sales Executive,4,Single,9454,25573,6,Y,No,11,3,3,80,1,11,2,4,11,3,3,5
42,No,Travel_Rarely,1048,Research & Development,10,3,Medical,1,987,4,Female,99,2,4,Manufacturing Director,3,Divorced,11687,6456,2,Y,No,15,3,2,80,0,19,2,3,16,8,6,6
32,No,Travel_Rarely,1494,Research & Development,13,4,Technical Degree,1,988,4,Male,39,3,3,Manufacturing Director,2,Married,9043,3609,2,Y,No,17,3,4,80,0,10,1,3,7,5,0,5
32,No,Travel_Frequently,1413,Research & Development,10,3,Other,1,989,4,Male,74,3,3,Healthcare Representative,3,Single,8757,8421,0,Y,No,14,3,3,80,1,10,4,3,6,5,2,4
36,No,Travel_Rarely,1337,Sales,3,1,Other,1,990,1,Male,83,2,3,Manager,3,Single,10525,5803,3,Y,Yes,14,3,2,80,1,16,5,3,9,3,0,4
60,No,Travel_Rarely,502,Human Resources,12,4,Human Resources,1,991,3,Male,33,4,3,Manager,3,Divorced,10340,7065,1,Y,No,12,3,4,80,1,39,5,4,5,4,0,1
31,No,Travel_Rarely,1494,Sales,1,3,Life Sciences,1,992,3,Male,78,3,2,Manager,4,Divorced,5891,9157,5,Y,No,11,3,1,80,0,10,4,2,5,3,2,2
45,No,Travel_Rarely,650,Research & Development,9,2,Technical Degree,1,993,1,Male,59,3,4,Manager,2,Single,11053,9315,1,Y,No,12,3,4,80,0,23,3,1,4,1,0,1
36,No,Travel_Rarely,1339,Sales,12,3,Other,1,994,4,Male,34,3,2,Sales Executive,1,Married,6550,20553,2,Y,No,17,3,1,80,1,15,4,2,3,1,1,2
36,Yes,Travel_Rarely,371,Research & Development,7,2,Other,1,995,3,Female,45,3,5,Manufacturing Director,1,Single,14421,16158,3,Y,No,16,3,4,80,2,15,5,3,7,3,4,2
54,No,Travel_Rarely,762,Research & Development,5,3,Life Sciences,1,996,4,Male,61,3,1,Healthcare Representative,2,Single,8392,11321,3,Y,Yes,14,3,4,80,0,34,2,3,6,4,1,5
37,No,Travel_Frequently,391,Research & Development,6,4,Life Sciences,1,997,2,Female,77,3,2,Manufacturing Director,1,Single,7001,11406,4,Y,No,25,3,2,80,1,17,3,3,11,5,4,5
51,No,Travel_Rarely,229,Research & Development,19,5,Life Sciences,1,998,4,Male,61,3,3,Research Director,3,Single,9026,16781,2,Y,No,15,3,3,80,1,30,1,3,5,1,2,2
30,No,Non-Travel,507,Research & Development,1,4,Medical,1,999,3,Male,50,3,1,Laboratory Technician,3,Married,3114,12965,5,Y,No,13,4,3,80,2,10,1,3,10,3,0,3
37,No,Travel_Frequently,169,Human Resources,1,2,Human Resources,1,1000,3,Female,84,1,5,Human Resources,4,Divorced,12838,3451,3,Y,No,15,3,1,80,0,15,4,3,8,3,0,6
38,No,Travel_Frequently,820,Sales,1,3,Other,1,1001,2,Male,61,3,3,Sales Representative,4,Married,8963,20338,5,Y,Yes,22,3,1,80,0,18,5,2,12,5,6,4
41,No,Travel_Rarely,1028,Research & Development,12,1,Other,1,1002,1,Male,82,3,5,Manufacturing Director,4,Single,14463,8074,0,Y,No,17,3,3,80,1,19,2,3,14,7,6,7
37,No,Travel_Rarely,641,Research & Development,5,3,Other,1,1003,3,Female,77,2,2,Manufacturing Director,1,Married,6309,14632,3,Y,No,18,3,1,80,0,14,6,4,2,1,0,0
33,No,Travel_Rarely,614,Sales,12,3,Other,1,1004,4,Male,41,3,4,Sales Executive,2,Divorced,11524,5019,3,Y,No,18,4,1,80,1,13,4,3,11,6,5,7
28,No,Travel_Rarely,783,Sales,4,3,Medical,1,1005,4,Male,41,3,3,Manager,4,Single,5406,5538,5,Y,No,19,3,4,80,1,5,2,3,5,4,0,1
37,Yes,Travel_Rarely,419,Research & Development,1,3,Life Sciences,1,1006,3,Male,55,3,5,Research Scientist,4,Married,13765,5307,7,Y,No,17,3,1,80,1,15,2,2,2,1,0,1
38,No,Non-Travel,1372,Human Resources,7,3,Human Resources,1,1007,2,Male,30,3,5,Manager,3,Married,14185,11262,2,Y,No,14,3,1,80,1,15,3,2,5,4,2,3
35,Yes,Travel_Rarely,450,Research & Development,1,3,Medical,1,1008,4,Female,96,3,4,Healthcare Representative,2,Single,10663,4184,3,Y,No,13,3,2,80,0,12,4,1,0,0,0,0
37,No,Travel_Frequently,1292,Research & Development,1,3,Technical Degree,1,1009,1,Male,56,3,2,Healthcare Representative,2,Divorced,7608,15098,5,Y,Yes,11,3,3,80,2,14,1,4,6,3,3,2
40,No,Travel_Rarely,1029,Research & Development,8,1,Other,1,1010,3,Female,97,3,5,Research Director,3,Married,16079,25237,3,Y,No,18,3,4,80,3,18,1,3,8,4,4,7
36,No,Travel_Rarely,793,Research & Development,4,1,Technical Degree,1,1011,3,Male,90,4,2,Laboratory Technician,2,Married,5285,9174,1,Y,Yes,11,3,4,80,1,15,3,3,1,0,0,0
27,Yes,Travel_Frequently,956,Research & Development,6,3,Other,1,1012,4,Male,85,3,1,Manager,4,Single,4667,9499,0,Y,No,13,3,3,80,1,4,5,4,2,0,1,0
47,No,Travel_Rarely,616,Research & Development,17,4,Other,1,1013,1,Female,61,3,5,Research Scientist,3,Single,14486,13614,3,Y,No,21,4,4,80,0,26,4,3,1,0,0,0
38,No,Travel_Rarely,549,Research & Development,14,3,Life Sciences,1,1014,3,Female,46,4,2,Healthcare Representative,4,Married,6831,25551,0,Y,No,13,3,2,80,1,18,2,3,18,8,3,8
47,No,Travel_Rarely,285,Sales,12,3,Marketing,1,1015,3,Female,68,4,2,Manager,1,Married,9396,24445,3,Y,Yes,15,3,1,80,1,24,4,3,13,8,1,6
32,Yes,Travel_Frequently,1356,Research & Development,29,1,Other,1,1016,2,Male,36,4,4,Manufacturing Director,4,Married,11257,20570,0,Y,No,18,3,1,80,1,10,6,3,4,3,0,3
42,Yes,Travel_Rarely,277,Research & Development,12,1,Technical Degree,1,1017,3,Female,86,3,3,Manager,4,Married,11250,24980,2,Y,No,16,3,3,80,1,21,5,2,0,0,0,0
34,Yes,Non-Travel,368,Sales,25,4,Medical,1,1018,2,Male,56,3,3,Sales Representative,4,Divorced,7793,3778,6,Y,Yes,15,3,2,80,1,12,2,1,1,0,0,0
41,No,Travel_Rarely,1013,Research & Development,25,2,Life Sciences,1,1019,1,Female,89,3,3,Research Director,3,Single,10421,2534,2,Y,No,14,3,4,80,0,20,1,4,18,9,4,5
27,No,Travel_Rarely,421,Research & Development,2,3,Life Sciences,1,1020,3,Male,37,1,2,Research Director,4,Single,5498,21173,4,Y,No,15,4,3,80,1,4,3,2,1,0,0,0
46,Yes,Non-Travel,1324,Research & Development,1,5,Life Sciences,1,1021,3,Male,74,3,4,Laboratory Technician,1,Divorced,12131,16154,5,Y,Yes,11,3,3,80,0,25,6,2,0,0,0,0
33,No,Travel_Rarely,379,Research & Development,1,2,Medical,1,1022,1,Female,70,3,2,Manufacturing Director,4,Single,5779,20928,5,Y,No,15,3,3,80,1,12,4,4,3,1,1,0
36,No,Travel_Rarely,1221,Research & Development,23,1,Life Sciences,1,1023,1,Female,40,3,2,Laboratory Technician,3,Married,6487,7617,2,Y,No,15,3,3,80,1,16,5,2,1,0,0,0
44,No,Travel_Rarely,632,Sales,13,3,Life Sciences,1,1024,3,Female,97,1,1,Sales Representative,1,Divorced,5239,14906,2,Y,No,11,3,4,80,2,23,5,2,5,2,2,4
46,No,Travel_Frequently,430,Human Resources,6,4,Life Sciences,1,1025,4,Male,92,1,5,Manager,1,Married,14093,17867,5,Y,No,11,3,3,80,0,23,3,3,1,0,0,0
45,No,Travel_Rarely,1389,Sales,8,2,Life Sciences,1,1026,3,Female,61,3,3,Sales Executive,1,Married,8472,26944,6,Y,No,15,4,4,80,1,23,4,3,1,0,0,0
34,No,Travel_Rarely,619,Research & Development,1,3,Technical Degree,1,1027,1,Male,59,1,2,Manager,2,Married,5992,26820,3,Y,No,12,3,1,80,1,11,2,3,5,4,1,2
39,No,Non-Travel,102,Sales,2,3,Life Sciences,1,1028,3,Male,46,3,1,Manager,1,Single,6083,23421,3,Y,Yes,18,3,3,80,1,18,4,1,18,17,8,12
30,No,Travel_Rarely,135,Research & Development,1,3,Technical Degree,1,1029,2,Male,97,3,3,Manufacturing Director,3,Divorced,10017,15956,3,Y,Yes,17,3,3,80,0,10,3,4,2,0,0,1
45,No,Travel_Rarely,633,Sales,3,5,Marketing,1,1030,2,Male,87,3,4,Manager,4,Single,11727,15931,3,Y,No,12,3,2,80,1,22,3,3,0,0,0,0
18,Yes,Travel_Frequently,781,Research & Development,1,3,Life Sciences,1,1031,3,Female,83,3,3,Manager,4,Single,7132,26027,2,Y,No,16,3,4,80,0,0,3,3,1,0,0,0
46,No,Travel_Rarely,938,Research & Development,18,3,Life Sciences,1,1032,4,Female,50,3,5,Research Director,4,Married,15217,17456,3,Y,No,11,4,3,80,0,24,3,3,2,1,0,1
38,No,Travel_Rarely,344,Research & Development,4,1,Life Sciences,1,1033,3,Male,69,2,3,Manager,2,Married,9369,10301,3,Y,No,17,3,4,80,1,18,3,2,4,3,1,1
34,No,Travel_Rarely,1032,Research & Development,6,1,Other,1,1034,1,Male,61,3,2,Healthcare Representative,2,Married,5721,17294,2,Y,No,11,3,2,80,0,11,4,2,3,1,0,2
56,No,Travel_Rarely,573,Research & Development,1,1,Life Sciences,1,1035,4,Male,95,1,1,Manufacturing Director,2,Married,6343,5274,4,Y,No,16,3,4,80,1,36,0,2,4,3,2,3
32,No,Travel_Frequently,1467,Research & Development,22,3,Medical,1,1036,3,Male,68,2,4,Laboratory Technician,4,Single,12651,10191,2,Y,No,11,4,3,80,1,11,5,3,2,1,0,1
35,No,Travel_Rarely,828,Research & Development,4,1,Other,1,1037,1,Male,84,3,5,Healthcare Representative,4,Married,13934,14358,7,Y,No,17,4,3,80,2,15,1,3,3,2,0,2
41,No,Non-Travel,202,Research & Development,14,3,Other,1,1038,1,Male,58,2,2,Laboratory Technician,1,Single,6317,19225,4,Y,No,15,3,1,80,0,19,1,3,2,1,0,0
36,No,Travel_Rarely,1236,Sales,6,3,Other,1,1039,2,Male,60,3,3,Sales Representative,4,Divorced,9622,8658,3,Y,Yes,13,3,3,80,0,13,3,2,5,2,0,2
27,No,Travel_Rarely,1350,Sales,2,3,Other,1,1040,2,Male,54,2,4,Sales Executive,1,Married,9874,9317,1,Y,No,14,3,2,80,1,6,3,2,3,1,1,1
53,No,Travel_Rarely,1147,Sales,4,3,Other,1,1041,4,Female,99,3,5,Sales Executive,3,Married,15866,21034,5,Y,No,18,3,3,80,1,32,1,3,9,4,3,4
34,No,Travel_Rarely,954,Sales,20,4,Marketing,1,1042,3,Male,42,2,3,Sales Executive,3,Divorced,10062,24999,0,Y,Yes,16,3,2,80,0,12,5,3,2,1,0,0
47,No,Travel_Rarely,674,Sales,8,2,Marketing,1,1043,4,Male,90,1,2,Sales Executive,2,Divorced,8309,23817,2,Y,Yes,17,4,1,80,1,26,4,3,2,1,0,1
18,No,Travel_Rarely,765,Research & Development,10,2,Other,1,1044,4,Male,34,3,2,Research Scientist,2,Married,5083,6384,2,Y,Yes,16,3,4,80,0,0,2,3,1,0,0,0
27,No,Travel_Rarely,578,Sales,17,3,Marketing,1,1045,2,Male,86,2,2,Sales Representative,4,Divorced,5687,15559,3,Y,No,11,4,1,80,1,5,1,3,0,0,0,0
37,Yes,Travel_Rarely,1282,Research & Development,1,3,Medical,1,1046,1,Female,59,3,1,Manager,2,Single,5160,6800,5,Y,No,18,3,4,80,0,14,4,3,1,0,0,0
36,No,Travel_Rarely,479,Sales,19,2,Life Sciences,1,1047,4,Female,63,1,4,Manager,3,Divorced,11826,8917,0,Y,No,16,3,1,80,0,13,2,1,13,4,6,11
40,Yes,Non-Travel,1246,Research & Development,3,3,Technical Degree,1,1048,4,Male,50,3,3,Research Scientist,4,Single,10514,17805,1,Y,Yes,21,3,4,80,0,18,4,2,3,0,1,1
38,No,Travel_Rarely,681,Sales,6,5,Marketing,1,1049,4,Female,51,3,4,Sales Executive,2,Single,10889,8252,1,Y,No,13,3,4,80,2,18,1,3,1,0,0,0
29,Yes,Travel_Rarely,768,Sales,20,3,Other,1,1050,3,Female,38,2,3,Sales Representative,4,Married,7321,25493,2,Y,No,11,4,3,80,1,8,6,3,0,0,0,0
18,No,Travel_Rarely,1391,Research & Development,2,3,Technical Degree,1,1051,3,Female,50,2,2,Healthcare Representative,4,Single,5034,15545,0,Y,Yes,11,3,1,80,1,0,2,4,1,0,0,0
35,Yes,Non-Travel,1292,Research & Development,4,4,Medical,1,1052,3,Male,40,3,5,Research Director,4,Single,12652,13074,2,Y,No,22,3,4,80,1,14,1,2,12,7,6,11
42,No,Travel_Rarely,348,Research & Development,29,2,Technical Degree,1,1053,4,Female,54,4,2,Laboratory Technician,4,Married,7144,10781,9,Y,No,14,3,4,80,3,21,0,2,5,2,0,4
46,Yes,Travel_Rarely,1203,Research & Development,9,3,Medical,1,1054,2,Male,35,2,1,Research Scientist,2,Single,5442,10337,1,Y,No,17,3,2,80,1,24,4,3,0,0,0,0
33,No,Travel_Rarely,836,Research & Development,10,2,Life Sciences,1,1055,4,Female,97,3,2,Research Scientist,3,Divorced,5512,20135,3,Y,No,16,3,3,80,0,11,0,4,1,0,0,0
47,Yes,Travel_Rarely,1375,Research & Development,8,3,Technical Degree,1,1056,1,Male,73,3,5,Research Director,3,Married,12505,2462,1,Y,Yes,11,3,2,80,1,24,2,3,16,14,2,9
26,No,Travel_Rarely,178,Sales,2,4,Life Sciences,1,1057,1,Male,36,3,4,Sales Representative,4,Married,10864,21344,5,Y,Yes,14,4,3,80,0,5,3,4,0,0,0,0
30,No,Travel_Rarely,654,Sales,14,3,Other,1,1058,3,Male,96,1,3,Manager,3,Single,8598,12425,0,Y,No,13,3,1,80,0,7,3,4,2,1,1,1
33,No,Travel_Rarely,417,Research & Development,13,3,Other,1,1059,4,Male,99,3,3,Manufacturing Director,2,Divorced,8000,25832,1,Y,No,22,3,4,80,1,13,4,3,1,0,0,0
42,No,Non-Travel,764,Research & Development,8,2,Life Sciences,1,1060,1,Female,87,2,1,Manufacturing Director,2,Divorced,5694,6351,3,Y,No,14,3,1,80,1,19,2,3,19,5,11,7
47,No,Travel_Rarely,1459,Research & Development,9,3,Other,1,1061,3,Male,91,3,5,Manager,3,Married,14138,10448,5,Y,No,12,3,4,80,0,27,6,4,8,7,1,3
